Unique ID, Manufacturer, Chemistry, Voltage (Volts)
2C14AS3GYFG3KCR220358, AS3GYFG3KC, , 17.327

Date, Time, Status, %Charge, Total life(hours), Remaining life(sec), Charge Rate, Bat1 Temperature, Bat1 Voltage, Bat1 Charge Rate, Bat1 %Charge, Bat2 Temperature, Bat2 Voltage, Bat2 Charge Rate, Bat2 %Charge, Bat3 Temperature, Bat3 Voltage, Bat3 Charge Rate, Bat3 %Charge, Bat4 Temperature, Bat4 Voltage, Bat4 Charge Rate, Bat4 %Charge
2026-03-13, 09:21:48, OK, 100%, 0.00, -1, 0, , 17.327, 0, 100.0%, , , , , , , , , , , , 
2026-03-13, 09:22:48, OK, 100%, 2.15, 7725, -38318, , 16.575, -38318, 100.0%, , , , , , , , , , , , 
2026-03-13, 09:23:48, OK, 100%, 2.00, 7194, -36703, , 16.530, -36703, 100.0%, , , , , , , , , , , , 
2026-03-13, 09:24:48, OK, 100%, 1.93, 6935, -36112, , 16.517, -36112, 100.0%, , , , , , , , , , , , 
2026-03-13, 09:25:48, OK, 99%, 0.79, 2818, -66677, , 16.166, -66677, 99.0%, , , , , , , , , , , , 
2026-03-13, 09:26:48, OK, 99%, 2.08, 7416, -36160, , 16.443, -36160, 99.0%, , , , , , , , , , , , 
2026-03-13, 09:27:48, OK, 98%, 2.09, 7391, -38142, , 16.419, -38142, 98.0%, , , , , , , , , , , , 
2026-03-13, 09:28:48, OK, 97%, 2.16, 7539, -36064, , 16.401, -36064, 97.0%, , , , , , , , , , , , 
2026-03-13, 09:29:48, OK, 96%, 1.84, 6353, -36815, , 16.351, -36815, 96.0%, , , , , , , , , , , , 
2026-03-13, 09:30:48, OK, 95%, 2.14, 7317, -36336, , 16.343, -36336, 95.0%, , , , , , , , , , , , 
2026-03-13, 09:31:48, OK, 94%, 2.17, 7341, -36160, , 16.315, -36160, 94.0%, , , , , , , , , , , , 
2026-03-13, 09:32:48, OK, 93%, 2.17, 7263, -36384, , 16.295, -36384, 93.0%, , , , , , , , , , , , 
2026-03-13, 09:33:48, OK, 93%, 1.81, 6055, -50020, , 15.946, -50020, 92.0%, , , , , , , , , , , , 
2026-03-13, 09:34:48, OK, 91%, 2.09, 6863, -37679, , 16.244, -37679, 91.0%, , , , , , , , , , , , 
2026-03-13, 09:35:48, OK, 91%, 2.01, 6600, -39661, , 16.188, -39661, 91.0%, , , , , , , , , , , , 
2026-03-13, 09:36:48, OK, 90%, 2.14, 6935, -36559, , 16.172, -36559, 90.0%, , , , , , , , , , , , 
2026-03-13, 09:37:48, OK, 89%, 2.12, 6807, -37423, , 16.146, -37423, 89.0%, , , , , , , , , , , , 
2026-03-13, 09:38:48, OK, 88%, 2.15, 6822, -36528, , 16.123, -36528, 88.0%, , , , , , , , , , , , 
2026-03-13, 09:39:48, OK, 87%, 2.09, 6553, -37279, , 16.091, -37279, 87.0%, , , , , , , , , , , , 
2026-03-13, 09:40:48, OK, 86%, 2.13, 6584, -36480, , 16.070, -36480, 86.0%, , , , , , , , , , , , 
2026-03-13, 09:41:48, OK, 86%, 2.11, 6541, -36687, , 16.036, -36687, 85.0%, , , , , , , , , , , , 
2026-03-13, 09:42:48, OK, 85%, 2.10, 6440, -37886, , 15.982, -37886, 84.0%, , , , , , , , , , , , 
2026-03-13, 09:43:48, OK, 84%, 2.11, 6373, -36831, , 15.985, -36831, 84.0%, , , , , , , , , , , , 
2026-03-13, 09:44:48, OK, 83%, 2.12, 6321, -37039, , 15.952, -37039, 83.0%, , , , , , , , , , , , 
2026-03-13, 09:45:48, OK, 82%, 2.07, 6122, -40380, , 15.895, -40380, 82.0%, , , , , , , , , , , , 
2026-03-13, 09:46:48, OK, 81%, 2.14, 6228, -36847, , 15.887, -36847, 81.0%, , , , , , , , , , , , 
2026-03-13, 09:47:48, OK, 80%, 2.13, 6137, -36863, , 15.860, -36863, 80.0%, , , , , , , , , , , , 
2026-03-13, 09:48:48, OK, 79%, 2.08, 5908, -37423, , 15.825, -37423, 79.0%, , , , , , , , , , , , 
2026-03-13, 09:49:48, OK, 78%, 2.08, 5843, -37407, , 15.803, -37407, 78.0%, , , , , , , , , , , , 
2026-03-13, 09:50:48, OK, 78%, 2.10, 5895, -37263, , 15.773, -37263, 77.0%, , , , , , , , , , , , 
2026-03-13, 09:51:48, OK, 76%, 2.12, 5795, -37263, , 15.733, -37263, 76.0%, , , , , , , , , , , , 
2026-03-13, 09:52:48, OK, 76%, 2.12, 5800, -37231, , 15.700, -37231, 76.0%, , , , , , , , , , , , 
2026-03-13, 09:53:48, OK, 75%, 2.10, 5671, -36735, , 15.680, -36735, 75.0%, , , , , , , , , , , , 
2026-03-13, 09:54:48, OK, 74%, 2.09, 5557, -37071, , 15.657, -37071, 74.0%, , , , , , , , , , , , 
2026-03-13, 09:55:48, OK, 73%, 2.10, 5512, -38270, , 15.623, -38270, 73.0%, , , , , , , , , , , , 
2026-03-13, 09:56:48, OK, 72%, 2.13, 5509, -36927, , 15.601, -36927, 72.0%, , , , , , , , , , , , 
2026-03-13, 09:57:48, OK, 71%, 2.13, 5440, -37487, , 15.569, -37487, 71.0%, , , , , , , , , , , , 
2026-03-13, 09:58:48, OK, 70%, 2.11, 5329, -37311, , 15.537, -37311, 70.0%, , , , , , , , , , , , 
2026-03-13, 09:59:48, OK, 69%, 2.08, 5158, -37183, , 15.510, -37183, 69.0%, , , , , , , , , , , , 
2026-03-13, 10:00:48, OK, 68%, 2.10, 5146, -37583, , 15.472, -37583, 68.0%, , , , , , , , , , , , 
2026-03-13, 10:01:48, OK, 68%, 2.10, 5139, -37487, , 15.446, -37487, 68.0%, , , , , , , , , , , , 
2026-03-13, 10:02:48, OK, 67%, 2.10, 5057, -37551, , 15.413, -37551, 67.0%, , , , , , , , , , , , 
2026-03-13, 10:03:48, OK, 66%, 2.04, 4856, -38526, , 15.382, -38526, 66.0%, , , , , , , , , , , , 
2026-03-13, 10:04:48, OK, 65%, 2.02, 4722, -38094, , 15.361, -38094, 65.0%, , , , , , , , , , , , 
