Unique ID, Manufacturer, Chemistry, Voltage (Volts)
2C14AS3GYFG3KCR220358, AS3GYFG3KC, , 17.423

Date, Time, Status, %Charge, Total life(hours), Remaining life(sec), Charge Rate, Bat1 Temperature, Bat1 Voltage, Bat1 Charge Rate, Bat1 %Charge, Bat2 Temperature, Bat2 Voltage, Bat2 Charge Rate, Bat2 %Charge, Bat3 Temperature, Bat3 Voltage, Bat3 Charge Rate, Bat3 %Charge, Bat4 Temperature, Bat4 Voltage, Bat4 Charge Rate, Bat4 %Charge
2026-03-03, 00:00:34, OK, 9%, 2.02, 656, -37790, , 14.331, -37790, 9.0%, , , , , , , , , , , , 
2026-03-03, 00:01:34, OK, 8%, 2.03, 585, -38254, , 14.291, -38254, 8.0%, , , , , , , , , , , , 
2026-03-03, 12:02:04, OK, 100%, 1.06, 3806, -74846, , 16.020, -74846, 100.0%, , , , , , , , , , , , 
2026-03-03, 12:03:04, OK, 100%, 0.93, 3337, -85237, , 15.882, -85237, 100.0%, , , , , , , , , , , , 
2026-03-03, 12:04:04, OK, 99%, 1.82, 6494, -40636, , 16.445, -40636, 99.0%, , , , , , , , , , , , 
2026-03-03, 12:05:04, OK, 99%, 2.09, 7461, -34353, , 16.539, -34353, 99.0%, , , , , , , , , , , , 
2026-03-03, 12:06:04, OK, 98%, 2.22, 7829, -35057, , 16.522, -35057, 98.0%, , , , , , , , , , , , 
2026-03-03, 12:07:04, OK, 97%, 1.69, 5916, -51538, , 16.385, -51538, 97.0%, , , , , , , , , , , , 
2026-03-03, 12:08:04, OK, 95%, 1.13, 3857, -68883, , 15.893, -68883, 95.0%, , , , , , , , , , , , 
2026-03-03, 12:09:04, OK, 94%, 1.51, 5122, -52817, , 16.100, -52817, 94.0%, , , , , , , , , , , , 
2026-03-03, 12:10:04, OK, 93%, 1.20, 4003, -70162, , 16.099, -70162, 93.0%, , , , , , , , , , , , 
2026-03-03, 12:11:04, OK, 92%, 2.45, 8125, -33138, , 16.302, -33138, 92.0%, , , , , , , , , , , , 
2026-03-03, 12:12:04, OK, 91%, 2.10, 6881, -34385, , 16.297, -34385, 91.0%, , , , , , , , , , , , 
2026-03-03, 12:13:04, OK, 90%, 2.54, 8234, -35121, , 16.298, -35121, 90.0%, , , , , , , , , , , , 
2026-03-03, 12:14:04, OK, 90%, 2.53, 8205, -34226, , 16.281, -34226, 90.0%, , , , , , , , , , , , 
2026-03-03, 12:15:04, OK, 89%, 2.55, 8181, -33282, , 16.251, -33282, 89.0%, , , , , , , , , , , , 
2026-03-03, 12:16:04, OK, 88%, 2.58, 8177, -32419, , 16.179, -32419, 88.0%, , , , , , , , , , , , 
2026-03-03, 12:17:04, OK, 87%, 2.49, 7808, -32195, , 16.199, -32195, 87.0%, , , , , , , , , , , , 
2026-03-03, 12:18:04, OK, 86%, 1.96, 6058, -40444, , 16.121, -40444, 86.0%, , , , , , , , , , , , 
2026-03-03, 12:19:04, OK, 86%, 2.51, 7776, -34913, , 16.147, -34913, 86.0%, , , , , , , , , , , , 
2026-03-03, 12:20:04, OK, 85%, 2.50, 7647, -35424, , 16.122, -35424, 85.0%, , , , , , , , , , , , 
2026-03-03, 12:21:04, OK, 84%, 0.84, 2529, -74894, , 15.737, -74894, 84.0%, , , , , , , , , , , , 
2026-03-03, 12:22:04, OK, 83%, 2.06, 6153, -47526, , 15.901, -47526, 83.0%, , , , , , , , , , , , 
2026-03-03, 12:23:04, OK, 82%, 1.83, 5397, -46391, , 15.869, -46391, 82.0%, , , , , , , , , , , , 
2026-03-03, 12:24:04, OK, 81%, 2.09, 6089, -40508, , 15.821, -40508, 81.0%, , , , , , , , , , , , 
2026-03-03, 12:25:04, OK, 80%, 2.02, 5822, -41068, , 15.879, -41068, 80.0%, , , , , , , , , , , , 
2026-03-03, 12:26:04, OK, 79%, 1.79, 5088, -72912, , 15.296, -72912, 79.0%, , , , , , , , , , , , 
2026-03-03, 12:27:04, OK, 78%, 2.27, 6374, -38989, , 15.831, -38989, 78.0%, , , , , , , , , , , , 
2026-03-03, 12:28:04, OK, 77%, 2.10, 5817, -41563, , 15.710, -41563, 77.0%, , , , , , , , , , , , 
2026-03-03, 12:29:04, OK, 76%, 1.77, 4846, -65110, , 15.675, -65110, 76.0%, , , , , , , , , , , , 
2026-03-03, 12:30:04, OK, 75%, 1.94, 5246, -43513, , 15.629, -43513, 75.0%, , , , , , , , , , , , 
2026-03-03, 12:31:04, OK, 74%, 1.76, 4697, -43785, , 15.659, -43785, 74.0%, , , , , , , , , , , , 
2026-03-03, 12:32:04, OK, 73%, 2.01, 5276, -39421, , 15.643, -39421, 73.0%, , , , , , , , , , , , 
2026-03-03, 12:33:04, OK, 72%, 1.80, 4666, -47478, , 15.376, -47478, 72.0%, , , , , , , , , , , , 
2026-03-03, 12:34:04, OK, 71%, 1.61, 4124, -54160, , 15.497, -54160, 71.0%, , , , , , , , , , , , 
2026-03-03, 12:35:04, OK, 70%, 1.91, 4817, -41707, , 15.535, -41707, 70.0%, , , , , , , , , , , , 
2026-03-03, 12:36:04, OK, 69%, 1.90, 4717, -45831, , 15.397, -45831, 69.0%, , , , , , , , , , , , 
2026-03-03, 12:37:04, OK, 68%, 1.91, 4677, -42634, , 15.454, -42634, 68.0%, , , , , , , , , , , , 
2026-03-03, 12:38:04, OK, 67%, 1.78, 4295, -50068, , 15.287, -50068, 67.0%, , , , , , , , , , , , 
2026-03-03, 12:39:04, OK, 66%, 1.89, 4495, -50004, , 15.359, -50004, 66.0%, , , , , , , , , , , , 
2026-03-03, 12:40:04, OK, 65%, 1.85, 4326, -46583, , 15.336, -46583, 65.0%, , , , , , , , , , , , 
2026-03-03, 12:41:04, OK, 64%, 1.79, 4121, -50611, , 15.141, -50611, 64.0%, , , , , , , , , , , , 
2026-03-03, 12:42:04, OK, 63%, 2.32, 5261, -36975, , 15.355, -36975, 63.0%, , , , , , , , , , , , 
2026-03-03, 12:43:04, OK, 62%, 1.86, 4160, -43737, , 15.231, -43737, 62.0%, , , , , , , , , , , , 
