Unique ID, Manufacturer, Chemistry, Voltage (Volts)
2C14AS3GYFG3KCR220358, AS3GYFG3KC, , 17.316

Date, Time, Status, %Charge, Total life(hours), Remaining life(sec), Charge Rate, Bat1 Temperature, Bat1 Voltage, Bat1 Charge Rate, Bat1 %Charge, Bat2 Temperature, Bat2 Voltage, Bat2 Charge Rate, Bat2 %Charge, Bat3 Temperature, Bat3 Voltage, Bat3 Charge Rate, Bat3 %Charge, Bat4 Temperature, Bat4 Voltage, Bat4 Charge Rate, Bat4 %Charge
2026-02-23, 13:15:10, OK, 100%, 0.00, -1, 0, , 17.316, 0, 100.0%, , , , , , , , , , , , 
2026-02-23, 13:16:10, OK, 100%, 1.40, 5041, -42586, , 16.584, -42586, 100.0%, , , , , , , , , , , , 
2026-02-23, 13:17:10, OK, 100%, 0.96, 3458, -83782, , 15.874, -83782, 100.0%, , , , , , , , , , , , 
2026-02-23, 13:18:10, OK, 99%, 0.99, 3531, -82775, , 15.855, -82775, 99.0%, , , , , , , , , , , , 
2026-02-23, 13:19:10, OK, 97%, 0.98, 3437, -82631, , 15.831, -82631, 97.0%, , , , , , , , , , , , 
2026-02-23, 13:20:10, OK, 95%, 0.97, 3333, -83127, , 15.790, -83127, 95.0%, , , , , , , , , , , , 
2026-02-23, 13:21:10, OK, 93%, 0.97, 3256, -83095, , 15.752, -83095, 93.0%, , , , , , , , , , , , 
2026-02-23, 13:22:10, OK, 91%, 0.98, 3211, -83031, , 15.679, -83031, 91.0%, , , , , , , , , , , , 
2026-02-23, 13:23:10, OK, 89%, 0.97, 3118, -84006, , 15.668, -84006, 89.0%, , , , , , , , , , , , 
2026-02-23, 13:24:10, OK, 87%, 0.97, 3035, -83910, , 15.592, -83910, 87.0%, , , , , , , , , , , , 
2026-02-23, 13:25:10, OK, 85%, 0.96, 2935, -83702, , 15.555, -83702, 85.0%, , , , , , , , , , , , 
2026-02-23, 13:26:10, OK, 83%, 0.92, 2757, -89010, , 15.504, -89010, 83.0%, , , , , , , , , , , , 
2026-02-23, 13:27:10, OK, 81%, 0.96, 2812, -83798, , 15.465, -83798, 81.0%, , , , , , , , , , , , 
2026-02-23, 13:28:10, OK, 79%, 0.99, 2828, -81864, , 15.443, -81864, 79.0%, , , , , , , , , , , , 
2026-02-23, 13:29:10, OK, 77%, 0.99, 2747, -81512, , 15.391, -81512, 77.0%, , , , , , , , , , , , 
2026-02-23, 13:30:10, OK, 76%, 0.99, 2701, -81928, , 15.335, -81928, 75.0%, , , , , , , , , , , , 
2026-02-23, 13:31:10, OK, 74%, 0.98, 2599, -84102, , 15.283, -84102, 74.0%, , , , , , , , , , , , 
2026-02-23, 13:32:10, OK, 72%, 0.98, 2532, -82455, , 15.222, -82455, 72.0%, , , , , , , , , , , , 
2026-02-23, 13:33:10, OK, 70%, 0.96, 2428, -83846, , 15.155, -83846, 70.0%, , , , , , , , , , , , 
2026-02-23, 13:34:10, OK, 68%, 0.97, 2380, -82967, , 15.112, -82967, 68.0%, , , , , , , , , , , , 
2026-02-23, 13:35:10, OK, 66%, 0.97, 2312, -83335, , 15.062, -83335, 66.0%, , , , , , , , , , , , 
2026-02-23, 13:36:10, OK, 64%, 0.97, 2232, -83926, , 15.002, -83926, 64.0%, , , , , , , , , , , , 
2026-02-23, 13:37:10, OK, 62%, 0.97, 2156, -83862, , 14.922, -83862, 62.0%, , , , , , , , , , , , 
2026-02-23, 13:38:10, OK, 60%, 0.95, 2059, -84981, , 14.889, -84981, 60.0%, , , , , , , , , , , , 
2026-02-23, 13:39:10, OK, 58%, 0.96, 1995, -84997, , 14.843, -84997, 58.0%, , , , , , , , , , , , 
2026-02-23, 13:40:10, OK, 56%, 0.95, 1923, -85253, , 14.790, -85253, 56.0%, , , , , , , , , , , , 
2026-02-23, 13:41:10, OK, 54%, 0.96, 1867, -83606, , 14.778, -83606, 54.0%, , , , , , , , , , , , 
2026-02-23, 13:42:10, OK, 52%, 0.96, 1802, -84454, , 14.733, -84454, 52.0%, , , , , , , , , , , , 
2026-02-23, 13:43:10, OK, 50%, 0.99, 1782, -81240, , 14.701, -81240, 50.0%, , , , , , , , , , , , 
2026-02-23, 13:44:10, OK, 48%, 1.00, 1720, -81400, , 14.676, -81400, 48.0%, , , , , , , , , , , , 
2026-02-23, 13:45:10, OK, 46%, 0.99, 1642, -82247, , 14.619, -82247, 46.0%, , , , , , , , , , , , 
2026-02-23, 13:46:10, OK, 44%, 0.95, 1509, -85029, , 14.545, -85029, 44.0%, , , , , , , , , , , , 
2026-02-23, 13:47:10, OK, 43%, 0.98, 1514, -83031, , 14.534, -83031, 42.0%, , , , , , , , , , , , 
2026-02-23, 13:48:10, OK, 40%, 0.97, 1400, -83558, , 14.485, -83558, 40.0%, , , , , , , , , , , , 
2026-02-23, 13:49:10, OK, 39%, 0.97, 1366, -82823, , 14.459, -82823, 39.0%, , , , , , , , , , , , 
2026-02-23, 13:50:10, OK, 37%, 0.95, 1261, -85828, , 14.419, -85828, 37.0%, , , , , , , , , , , , 
2026-02-23, 13:51:10, OK, 35%, 0.97, 1223, -83127, , 14.425, -83127, 35.0%, , , , , , , , , , , , 
2026-02-23, 13:52:10, OK, 33%, 0.96, 1145, -84198, , 14.373, -84198, 33.0%, , , , , , , , , , , , 
2026-02-23, 13:53:10, OK, 31%, 0.95, 1058, -87155, , 14.272, -87155, 31.0%, , , , , , , , , , , , 
2026-02-23, 13:54:10, OK, 29%, 1.53, 1595, -50755, , 14.636, -50755, 29.0%, , , , , , , , , , , , 
2026-02-23, 13:55:10, OK, 28%, 1.53, 1541, -48613, , 14.623, -48613, 28.0%, , , , , , , , , , , , 
2026-02-23, 13:56:10, OK, 27%, 1.55, 1509, -51554, , 14.610, -51554, 27.0%, , , , , , , , , , , , 
2026-02-23, 13:57:10, OK, 26%, 1.69, 1584, -47398, , 14.614, -47398, 26.0%, , , , , , , , , , , , 
2026-02-23, 13:58:10, OK, 25%, 1.54, 1384, -50259, , 14.559, -50259, 25.0%, , , , , , , , , , , , 
2026-02-23, 13:59:10, OK, 24%, 1.52, 1313, -51906, , 14.545, -51906, 24.0%, , , , , , , , , , , , 
2026-02-23, 14:00:10, OK, 22%, 1.62, 1284, -49636, , 14.522, -49636, 22.0%, , , , , , , , , , , , 
