Unique ID, Manufacturer, Chemistry, Voltage (Volts)
2C14AS3GYFG3KCR220358, AS3GYFG3KC, , 16.312

Date, Time, Status, %Charge, Total life(hours), Remaining life(sec), Charge Rate, Bat1 Temperature, Bat1 Voltage, Bat1 Charge Rate, Bat1 %Charge, Bat2 Temperature, Bat2 Voltage, Bat2 Charge Rate, Bat2 %Charge, Bat3 Temperature, Bat3 Voltage, Bat3 Charge Rate, Bat3 %Charge, Bat4 Temperature, Bat4 Voltage, Bat4 Charge Rate, Bat4 %Charge
2026-02-25, 21:07:05, OK, 100%, 1.38, 4950, -58924, , 16.312, -58924, 100.0%, , , , , , , , , , , , 
2026-02-25, 21:08:05, OK, 100%, 1.93, 6965, -36080, , 16.600, -36080, 100.0%, , , , , , , , , , , , 
2026-02-25, 21:09:05, OK, 100%, 2.05, 7394, -35728, , 16.572, -35728, 99.0%, , , , , , , , , , , , 
2026-02-25, 21:10:05, OK, 99%, 2.23, 7941, -43194, , 16.515, -43194, 99.0%, , , , , , , , , , , , 
2026-02-25, 21:11:05, OK, 98%, 2.26, 7966, -44872, , 16.485, -44872, 98.0%, , , , , , , , , , , , 
2026-02-25, 21:12:05, OK, 97%, 2.28, 7977, -37295, , 16.236, -37295, 97.0%, , , , , , , , , , , , 
2026-02-25, 21:13:05, OK, 96%, 2.27, 7852, -35137, , 16.425, -35137, 96.0%, , , , , , , , , , , , 
2026-02-25, 21:14:05, OK, 96%, 2.18, 7525, -36783, , 16.385, -36783, 96.0%, , , , , , , , , , , , 
2026-02-25, 21:15:05, OK, 95%, 2.18, 7459, -35952, , 16.338, -35952, 95.0%, , , , , , , , , , , , 
2026-02-25, 21:16:05, OK, 94%, 2.25, 7613, -36096, , 16.299, -36096, 94.0%, , , , , , , , , , , , 
2026-02-25, 21:17:05, OK, 93%, 1.68, 5630, -37423, , 16.270, -37423, 93.0%, , , , , , , , , , , , 
2026-02-25, 21:18:05, OK, 92%, 1.69, 5607, -35856, , 16.230, -35856, 92.0%, , , , , , , , , , , , 
2026-02-25, 21:19:05, OK, 91%, 1.77, 5804, -35904, , 16.199, -35904, 91.0%, , , , , , , , , , , , 
2026-02-25, 21:20:05, OK, 91%, 1.69, 5522, -36320, , 16.139, -36320, 90.0%, , , , , , , , , , , , 
2026-02-25, 21:21:05, OK, 89%, 1.90, 6076, -35776, , 16.123, -35776, 89.0%, , , , , , , , , , , , 
2026-02-25, 21:22:05, OK, 88%, 2.25, 7131, -36000, , 16.096, -36000, 88.0%, , , , , , , , , , , , 
2026-02-25, 21:23:05, OK, 88%, 1.77, 5620, -36192, , 16.066, -36192, 88.0%, , , , , , , , , , , , 
2026-02-25, 21:24:05, OK, 87%, 1.79, 5592, -40124, , 16.034, -40124, 87.0%, , , , , , , , , , , , 
2026-02-25, 21:25:05, OK, 86%, 1.69, 5243, -47670, , 15.991, -47670, 86.0%, , , , , , , , , , , , 
2026-02-25, 21:26:05, OK, 85%, 2.24, 6866, -44968, , 15.748, -44968, 85.0%, , , , , , , , , , , , 
2026-02-25, 21:27:05, OK, 85%, 2.22, 6782, -36416, , 15.939, -36416, 84.0%, , , , , , , , , , , , 
2026-02-25, 21:28:05, OK, 83%, 2.05, 6117, -36272, , 15.912, -36272, 83.0%, , , , , , , , , , , , 
2026-02-25, 21:29:05, OK, 82%, 2.20, 6483, -36352, , 15.884, -36352, 82.0%, , , , , , , , , , , , 
2026-02-25, 21:30:05, OK, 81%, 2.16, 6306, -36767, , 15.839, -36767, 81.0%, , , , , , , , , , , , 
2026-02-25, 21:31:05, OK, 80%, 2.24, 6439, -36240, , 15.812, -36240, 80.0%, , , , , , , , , , , , 
2026-02-25, 21:32:05, OK, 80%, 1.84, 5301, -36591, , 15.777, -36591, 80.0%, , , , , , , , , , , , 
2026-02-25, 21:33:05, OK, 79%, 1.86, 5290, -36735, , 15.736, -36735, 79.0%, , , , , , , , , , , , 
2026-02-25, 21:34:05, OK, 78%, 2.01, 5652, -36575, , 15.707, -36575, 78.0%, , , , , , , , , , , , 
2026-02-25, 21:35:05, OK, 77%, 2.10, 5825, -39421, , 15.672, -39421, 77.0%, , , , , , , , , , , , 
2026-02-25, 21:36:05, OK, 76%, 2.15, 5869, -36815, , 15.636, -36815, 76.0%, , , , , , , , , , , , 
2026-02-25, 21:37:05, OK, 75%, 2.19, 5917, -37007, , 15.610, -37007, 75.0%, , , , , , , , , , , , 
2026-02-25, 21:38:05, OK, 74%, 2.20, 5851, -36687, , 15.563, -36687, 74.0%, , , , , , , , , , , , 
2026-02-25, 21:39:05, OK, 73%, 2.10, 5527, -36959, , 15.536, -36959, 73.0%, , , , , , , , , , , , 
2026-02-25, 21:40:05, OK, 72%, 1.89, 4889, -46679, , 15.510, -46679, 72.0%, , , , , , , , , , , , 
2026-02-25, 21:41:05, OK, 72%, 1.81, 4699, -44696, , 15.449, -44696, 71.0%, , , , , , , , , , , , 
2026-02-25, 21:42:05, OK, 71%, 2.15, 5506, -37359, , 15.411, -37359, 71.0%, , , , , , , , , , , , 
2026-02-25, 21:43:05, OK, 70%, 2.17, 5480, -37535, , 15.420, -37535, 70.0%, , , , , , , , , , , , 
2026-02-25, 21:44:05, OK, 69%, 2.05, 5081, -37311, , 15.344, -37311, 69.0%, , , , , , , , , , , , 
2026-02-25, 21:45:05, OK, 68%, 2.01, 4916, -38078, , 15.361, -38078, 68.0%, , , , , , , , , , , , 
2026-02-25, 21:46:05, OK, 67%, 1.98, 4774, -37551, , 15.331, -37551, 67.0%, , , , , , , , , , , , 
2026-02-25, 21:47:05, OK, 66%, 2.04, 4844, -37966, , 15.303, -37966, 66.0%, , , , , , , , , , , , 
2026-02-25, 21:48:05, OK, 65%, 2.10, 4913, -37806, , 15.278, -37806, 65.0%, , , , , , , , , , , , 
2026-02-25, 21:49:05, OK, 64%, 2.14, 4930, -38030, , 15.219, -38030, 64.0%, , , , , , , , , , , , 
2026-02-25, 21:50:05, OK, 63%, 1.94, 4408, -38222, , 15.143, -38222, 63.0%, , , , , , , , , , , , 
2026-02-25, 21:51:05, OK, 62%, 2.13, 4759, -37998, , 15.181, -37998, 62.0%, , , , , , , , , , , , 
2026-02-25, 21:52:05, OK, 61%, 1.92, 4221, -37647, , 15.165, -37647, 61.0%, , , , , , , , , , , , 
2026-02-25, 21:53:05, OK, 60%, 2.14, 4623, -37902, , 15.112, -37902, 60.0%, , , , , , , , , , , , 
2026-02-25, 21:54:05, OK, 60%, 2.13, 4606, -42139, , 15.107, -42139, 60.0%, , , , , , , , , , , , 
2026-02-25, 21:55:05, OK, 59%, 2.14, 4535, -50243, , 15.075, -50243, 59.0%, , , , , , , , , , , , 
2026-02-25, 21:56:05, OK, 58%, 2.13, 4439, -45927, , 14.812, -45927, 58.0%, , , , , , , , , , , , 
2026-02-25, 21:57:05, OK, 57%, 2.13, 4368, -38302, , 15.029, -38302, 57.0%, , , , , , , , , , , , 
2026-02-25, 21:58:05, OK, 56%, 2.12, 4277, -38078, , 15.028, -38078, 56.0%, , , , , , , , , , , , 
2026-02-25, 21:59:05, OK, 55%, 1.95, 3860, -39629, , 14.998, -39629, 55.0%, , , , , , , , , , , , 
2026-02-25, 22:00:05, OK, 54%, 1.90, 3692, -38989, , 14.980, -38989, 54.0%, , , , , , , , , , , , 
2026-02-25, 22:01:05, OK, 53%, 2.10, 3999, -39277, , 14.954, -39277, 53.0%, , , , , , , , , , , , 
2026-02-25, 22:02:05, OK, 52%, 2.04, 3827, -38989, , 14.937, -38989, 52.0%, , , , , , , , , , , , 
2026-02-25, 22:03:05, OK, 51%, 2.10, 3848, -38654, , 14.902, -38654, 51.0%, , , , , , , , , , , , 
2026-02-25, 22:04:05, OK, 50%, 2.10, 3786, -38718, , 14.892, -38718, 50.0%, , , , , , , , , , , , 
2026-02-25, 22:05:05, OK, 50%, 1.87, 3374, -44089, , 14.865, -44089, 49.0%, , , , , , , , , , , , 
2026-02-25, 22:06:05, OK, 48%, 2.03, 3509, -38670, , 14.849, -38670, 48.0%, , , , , , , , , , , , 
2026-02-25, 22:07:05, OK, 48%, 1.96, 3385, -40140, , 14.825, -40140, 47.0%, , , , , , , , , , , , 
2026-02-25, 22:08:05, OK, 46%, 1.83, 3034, -39501, , 14.813, -39501, 46.0%, , , , , , , , , , , , 
2026-02-25, 22:09:05, OK, 45%, 1.62, 2626, -43945, , 14.782, -43945, 45.0%, , , , , , , , , , , , 
2026-02-25, 22:10:05, OK, 45%, 2.07, 3349, -49508, , 14.750, -49508, 44.0%, , , , , , , , , , , , 
2026-02-25, 22:11:05, OK, 44%, 2.03, 3218, -43929, , 14.515, -43929, 44.0%, , , , , , , , , , , , 
2026-02-25, 22:12:05, OK, 43%, 1.92, 2974, -39773, , 14.734, -39773, 43.0%, , , , , , , , , , , , 
2026-02-25, 22:13:05, OK, 42%, 1.85, 2791, -39325, , 14.726, -39325, 42.0%, , , , , , , , , , , , 
2026-02-25, 22:14:05, OK, 41%, 2.03, 2993, -39469, , 14.705, -39469, 41.0%, , , , , , , , , , , , 
2026-02-25, 22:15:05, OK, 40%, 1.74, 2507, -40572, , 14.682, -40572, 40.0%, , , , , , , , , , , , 
2026-02-25, 22:16:05, OK, 39%, 1.98, 2777, -40860, , 14.656, -40860, 39.0%, , , , , , , , , , , , 
2026-02-25, 22:17:05, OK, 38%, 1.57, 2144, -43146, , 14.653, -43146, 38.0%, , , , , , , , , , , , 
2026-02-25, 22:18:05, OK, 37%, 2.00, 2658, -40124, , 14.589, -40124, 37.0%, , , , , , , , , , , , 
2026-02-25, 22:19:05, OK, 36%, 2.03, 2631, -39773, , 14.635, -39773, 36.0%, , , , , , , , , , , , 
2026-02-25, 22:20:05, OK, 35%, 1.99, 2508, -39501, , 14.627, -39501, 35.0%, , , , , , , , , , , , 
2026-02-25, 22:21:05, OK, 34%, 2.02, 2475, -41211, , 14.609, -41211, 34.0%, , , , , , , , , , , , 
2026-02-25, 22:22:05, OK, 33%, 1.82, 2163, -58588, , 14.556, -58588, 33.0%, , , , , , , , , , , , 
2026-02-25, 22:23:05, OK, 32%, 2.04, 2352, -48277, , 14.576, -48277, 32.0%, , , , , , , , , , , , 
2026-02-25, 22:24:05, OK, 31%, 2.00, 2236, -49748, , 14.570, -49748, 31.0%, , , , , , , , , , , , 
2026-02-25, 22:25:05, OK, 30%, 2.23, 2405, -36783, , 14.547, -36783, 30.0%, , , , , , , , , , , , 
2026-02-25, 22:26:05, OK, 29%, 2.31, 2412, -34593, , 14.618, -34593, 29.0%, , , , , , , , , , , , 
2026-02-25, 22:27:05, OK, 28%, 2.34, 2359, -34561, , 14.609, -34561, 28.0%, , , , , , , , , , , , 
2026-02-25, 22:28:05, OK, 28%, 2.37, 2384, -34369, , 14.595, -34369, 28.0%, , , , , , , , , , , , 
2026-02-25, 22:29:05, OK, 27%, 2.19, 2126, -37039, , 14.496, -37039, 27.0%, , , , , , , , , , , , 
2026-02-25, 22:30:05, OK, 26%, 2.01, 1879, -35984, , 14.543, -35984, 26.0%, , , , , , , , , , , , 
2026-02-25, 22:31:05, OK, 25%, 2.24, 2017, -36032, , 14.544, -36032, 25.0%, , , , , , , , , , , , 
2026-02-25, 22:32:05, OK, 25%, 2.17, 1957, -36224, , 14.535, -36224, 24.0%, , , , , , , , , , , , 
2026-02-25, 22:33:05, OK, 24%, 2.14, 1849, -37822, , 14.517, -37822, 23.0%, , , , , , , , , , , , 
2026-02-25, 22:34:05, OK, 22%, 1.92, 1523, -37311, , 14.494, -37311, 22.0%, , , , , , , , , , , , 
2026-02-25, 22:35:05, OK, 22%, 1.99, 1573, -41739, , 14.483, -41739, 21.0%, , , , , , , , , , , , 
2026-02-25, 22:36:05, OK, 21%, 2.16, 1634, -37822, , 14.399, -37822, 21.0%, , , , , , , , , , , , 
2026-02-25, 22:37:05, OK, 20%, 2.17, 1559, -36416, , 14.448, -36416, 20.0%, , , , , , , , , , , , 
2026-02-25, 22:38:05, OK, 19%, 2.11, 1442, -35377, , 14.456, -35377, 19.0%, , , , , , , , , , , , 
2026-02-25, 22:39:05, OK, 18%, 2.23, 1443, -36671, , 14.429, -36671, 18.0%, , , , , , , , , , , , 
2026-02-25, 22:40:05, OK, 17%, 2.30, 1405, -35281, , 14.424, -35281, 17.0%, , , , , , , , , , , , 
2026-02-25, 22:41:05, OK, 16%, 2.31, 1333, -35265, , 14.404, -35265, 16.0%, , , , , , , , , , , , 
2026-02-25, 22:42:05, OK, 16%, 2.28, 1314, -35760, , 14.386, -35760, 16.0%, , , , , , , , , , , , 
2026-02-25, 22:43:05, OK, 15%, 2.29, 1236, -35504, , 14.365, -35504, 15.0%, , , , , , , , , , , , 
2026-02-25, 22:44:05, OK, 14%, 2.23, 1126, -35776, , 14.337, -35776, 14.0%, , , , , , , , , , , , 
2026-02-25, 22:45:05, OK, 14%, 2.18, 1097, -39197, , 14.306, -39197, 13.0%, , , , , , , , , , , , 
2026-02-25, 22:46:05, OK, 12%, 2.25, 970, -37663, , 14.216, -37663, 12.0%, , , , , , , , , , , , 
2026-02-25, 22:47:05, OK, 11%, 2.25, 890, -36128, , 14.267, -36128, 11.0%, , , , , , , , , , , , 
2026-02-25, 22:48:05, OK, 11%, 2.22, 878, -36304, , 14.235, -36304, 11.0%, , , , , , , , , , , , 
2026-02-25, 22:49:05, OK, 10%, 2.23, 802, -35856, , 14.180, -35856, 10.0%, , , , , , , , , , , , 
2026-02-25, 22:50:05, OK, 9%, 2.16, 700, -35792, , 14.187, -35792, 9.0%, , , , , , , , , , , , 
2026-02-25, 22:51:05, OK, 8%, 2.12, 610, -36144, , 14.159, -36144, 8.0%, , , , , , , , , , , , 
2026-02-25, 22:52:05, OK, 7%, 2.20, 555, -36128, , 14.127, -36128, 7.0%, , , , , , , , , , , , 
2026-02-25, 22:53:05, OK, 7%, 2.04, 513, -36719, , 14.117, -36719, 7.0%, , , , , , , , , , , , 
