Unique ID, Manufacturer, Chemistry, Voltage (Volts)
2C14AS3GYFG3KCR220358, AS3GYFG3KC, , 17.452

Date, Time, Status, %Charge, Total life(hours), Remaining life(sec), Charge Rate, Bat1 Temperature, Bat1 Voltage, Bat1 Charge Rate, Bat1 %Charge, Bat2 Temperature, Bat2 Voltage, Bat2 Charge Rate, Bat2 %Charge, Bat3 Temperature, Bat3 Voltage, Bat3 Charge Rate, Bat3 %Charge, Bat4 Temperature, Bat4 Voltage, Bat4 Charge Rate, Bat4 %Charge
2026-02-26, 16:30:35, OK, 99%, 0.00, -1, 4587, , 17.452, 4587, 99.0%, , , , , , , , , , , , 
2026-02-26, 16:31:35, OK, 99%, 2.13, 7603, -42506, , 16.714, -42506, 99.0%, , , , , , , , , , , , 
2026-02-26, 16:32:35, OK, 98%, 2.18, 7702, -32595, , 16.739, -32595, 98.0%, , , , , , , , , , , , 
2026-02-26, 16:33:35, OK, 97%, 2.01, 7014, -39389, , 16.543, -39389, 97.0%, , , , , , , , , , , , 
2026-02-26, 16:34:35, OK, 96%, 1.95, 6733, -40236, , 16.576, -40236, 96.0%, , , , , , , , , , , , 
2026-02-26, 16:35:35, OK, 96%, 2.04, 7063, -38574, , 16.546, -38574, 96.0%, , , , , , , , , , , , 
2026-02-26, 16:36:35, OK, 95%, 2.18, 7466, -48165, , 16.468, -48165, 95.0%, , , , , , , , , , , , 
2026-02-26, 16:37:35, OK, 94%, 2.25, 7601, -38398, , 16.477, -38398, 94.0%, , , , , , , , , , , , 
2026-02-26, 16:38:35, OK, 93%, 2.02, 6760, -41819, , 16.460, -41819, 93.0%, , , , , , , , , , , , 
2026-02-26, 16:39:35, OK, 93%, 1.92, 6423, -40796, , 16.412, -40796, 92.0%, , , , , , , , , , , , 
2026-02-26, 16:40:35, OK, 91%, 2.02, 6630, -38893, , 16.321, -38893, 91.0%, , , , , , , , , , , , 
2026-02-26, 16:41:35, OK, 90%, 1.86, 6033, -44201, , 16.280, -44201, 90.0%, , , , , , , , , , , , 
2026-02-26, 16:42:35, OK, 90%, 1.80, 5823, -38973, , 16.306, -38973, 90.0%, , , , , , , , , , , , 
2026-02-26, 16:43:35, OK, 89%, 2.00, 6413, -38893, , 16.252, -38893, 89.0%, , , , , , , , , , , , 
2026-02-26, 16:44:35, OK, 88%, 2.09, 6635, -37247, , 16.265, -37247, 88.0%, , , , , , , , , , , , 
2026-02-26, 16:45:35, OK, 87%, 2.02, 6314, -40060, , 16.208, -40060, 87.0%, , , , , , , , , , , , 
2026-02-26, 16:46:35, OK, 86%, 1.93, 5960, -47542, , 15.826, -47542, 86.0%, , , , , , , , , , , , 
2026-02-26, 16:47:35, OK, 85%, 1.99, 6076, -41547, , 16.096, -41547, 85.0%, , , , , , , , , , , , 
2026-02-26, 16:48:35, OK, 84%, 1.95, 5896, -41963, , 16.058, -41963, 84.0%, , , , , , , , , , , , 
2026-02-26, 16:49:35, OK, 83%, 1.96, 5846, -40028, , 16.050, -40028, 83.0%, , , , , , , , , , , , 
2026-02-26, 16:50:35, OK, 82%, 1.88, 5537, -41052, , 16.033, -41052, 82.0%, , , , , , , , , , , , 
2026-02-26, 16:51:35, OK, 81%, 1.73, 5048, -55375, , 15.932, -55375, 81.0%, , , , , , , , , , , , 
2026-02-26, 16:52:35, OK, 80%, 1.93, 5564, -40700, , 15.941, -40700, 80.0%, , , , , , , , , , , , 
2026-02-26, 16:53:35, OK, 80%, 2.04, 5876, -39645, , 15.929, -39645, 79.0%, , , , , , , , , , , , 
2026-02-26, 16:54:35, OK, 79%, 1.96, 5575, -38030, , 15.872, -38030, 79.0%, , , , , , , , , , , , 
2026-02-26, 16:55:35, OK, 78%, 2.00, 5618, -38334, , 15.832, -38334, 78.0%, , , , , , , , , , , , 
