Unique ID, Manufacturer, Chemistry, Voltage (Volts)
2C14AS3GYFG3KCR220358, AS3GYFG3KC, , 17.244

Date, Time, Status, %Charge, Total life(hours), Remaining life(sec), Charge Rate, Bat1 Temperature, Bat1 Voltage, Bat1 Charge Rate, Bat1 %Charge, Bat2 Temperature, Bat2 Voltage, Bat2 Charge Rate, Bat2 %Charge, Bat3 Temperature, Bat3 Voltage, Bat3 Charge Rate, Bat3 %Charge, Bat4 Temperature, Bat4 Voltage, Bat4 Charge Rate, Bat4 %Charge
2026-02-27, 11:27:47, OK, 100%, 0.00, -1, 0, , 17.244, 0, 100.0%, , , , , , , , , , , , 
2026-02-27, 11:28:47, OK, 100%, 2.25, 8114, -35680, , 16.551, -35680, 100.0%, , , , , , , , , , , , 
2026-02-27, 11:29:47, OK, 100%, 2.32, 8351, -34673, , 16.535, -34673, 100.0%, , , , , , , , , , , , 
2026-02-27, 11:30:47, OK, 99%, 2.35, 8387, -34545, , 16.508, -34545, 99.0%, , , , , , , , , , , , 
2026-02-27, 11:31:47, OK, 99%, 2.31, 8249, -32803, , 16.469, -32803, 99.0%, , , , , , , , , , , , 
2026-02-27, 11:32:47, OK, 98%, 2.51, 8860, -32435, , 16.484, -32435, 98.0%, , , , , , , , , , , , 
2026-02-27, 11:33:47, OK, 97%, 2.50, 8713, -35297, , 16.401, -35297, 97.0%, , , , , , , , , , , , 
2026-02-27, 11:34:47, OK, 96%, 2.00, 6916, -39069, , 16.381, -39069, 96.0%, , , , , , , , , , , , 
2026-02-27, 11:35:47, OK, 95%, 1.94, 6624, -39597, , 16.325, -39597, 95.0%, , , , , , , , , , , , 
2026-02-27, 11:36:47, OK, 95%, 1.27, 4340, -65238, , 15.965, -65238, 94.0%, , , , , , , , , , , , 
2026-02-27, 11:37:47, OK, 93%, 2.25, 7526, -33746, , 16.215, -33746, 93.0%, , , , , , , , , , , , 
2026-02-27, 11:38:47, OK, 92%, 1.42, 4709, -32323, , 16.267, -32323, 92.0%, , , , , , , , , , , , 
2026-02-27, 11:39:47, OK, 91%, 1.99, 6517, -41499, , 16.203, -41499, 91.0%, , , , , , , , , , , , 
2026-02-27, 11:40:47, OK, 90%, 2.07, 6722, -35408, , 16.199, -35408, 90.0%, , , , , , , , , , , , 
2026-02-27, 11:41:47, OK, 90%, 2.29, 7421, -35472, , 16.177, -35472, 90.0%, , , , , , , , , , , , 
2026-02-27, 11:42:47, OK, 89%, 1.86, 5969, -50212, , 15.826, -50212, 89.0%, , , , , , , , , , , , 
2026-02-27, 11:43:47, OK, 88%, 1.74, 5512, -44345, , 15.961, -44345, 88.0%, , , , , , , , , , , , 
2026-02-27, 11:44:47, OK, 86%, 1.24, 3834, -46375, , 15.851, -46375, 86.0%, , , , , , , , , , , , 
2026-02-27, 11:45:47, OK, 85%, 2.06, 6312, -41243, , 15.941, -41243, 85.0%, , , , , , , , , , , , 
2026-02-27, 11:46:47, OK, 84%, 1.81, 5464, -40732, , 15.959, -40732, 84.0%, , , , , , , , , , , , 
2026-02-27, 11:47:47, OK, 84%, 2.17, 6563, -36559, , 15.928, -36559, 83.0%, , , , , , , , , , , , 
2026-02-27, 11:48:47, OK, 83%, 2.07, 6174, -36591, , 15.924, -36591, 82.0%, , , , , , , , , , , , 
2026-02-27, 11:49:47, OK, 82%, 2.23, 6575, -36032, , 15.906, -36032, 82.0%, , , , , , , , , , , , 
2026-02-27, 11:50:47, OK, 81%, 2.15, 6256, -37087, , 15.839, -37087, 80.0%, , , , , , , , , , , , 
2026-02-27, 11:51:47, OK, 79%, 2.09, 5956, -38798, , 15.824, -38798, 79.0%, , , , , , , , , , , , 
2026-02-27, 11:52:47, OK, 79%, 1.93, 5482, -38893, , 15.803, -38893, 79.0%, , , , , , , , , , , , 
2026-02-27, 11:53:47, OK, 78%, 2.10, 5893, -39821, , 15.731, -39821, 78.0%, , , , , , , , , , , , 
2026-02-27, 11:54:47, OK, 77%, 2.07, 5737, -40428, , 15.674, -40428, 77.0%, , , , , , , , , , , , 
2026-02-27, 11:55:47, OK, 76%, 1.88, 5152, -45320, , 15.630, -45320, 76.0%, , , , , , , , , , , , 
2026-02-27, 11:56:47, OK, 74%, 1.40, 3726, -40476, , 15.498, -40476, 74.0%, , , , , , , , , , , , 
2026-02-27, 11:57:47, OK, 73%, 1.78, 4670, -43098, , 15.535, -43098, 73.0%, , , , , , , , , , , , 
2026-02-27, 11:58:47, OK, 72%, 1.82, 4708, -44792, , 15.555, -44792, 72.0%, , , , , , , , , , , , 
2026-02-27, 11:59:47, OK, 71%, 1.93, 4926, -37822, , 15.564, -37822, 71.0%, , , , , , , , , , , , 
2026-02-27, 12:00:47, OK, 71%, 1.66, 4248, -57885, , 15.305, -57885, 70.0%, , , , , , , , , , , , 
2026-02-27, 12:01:47, OK, 70%, 2.18, 5495, -38062, , 15.522, -38062, 69.0%, , , , , , , , , , , , 
2026-02-27, 12:02:47, OK, 69%, 1.89, 4704, -42890, , 15.283, -42890, 68.0%, , , , , , , , , , , , 
2026-02-27, 12:03:47, OK, 67%, 2.09, 5045, -38845, , 15.431, -38845, 67.0%, , , , , , , , , , , , 
2026-02-27, 12:04:47, OK, 66%, 1.47, 3485, -46487, , 15.265, -46487, 66.0%, , , , , , , , , , , , 
2026-02-27, 12:05:47, OK, 66%, 2.02, 4804, -36176, , 15.397, -36176, 65.0%, , , , , , , , , , , , 
2026-02-27, 12:06:47, OK, 65%, 2.33, 5463, -52050, , 15.176, -52050, 64.0%, , , , , , , , , , , , 
2026-02-27, 12:07:47, OK, 64%, 2.21, 5083, -35105, , 15.331, -35105, 63.0%, , , , , , , , , , , , 
2026-02-27, 12:08:47, OK, 63%, 2.24, 5076, -36528, , 15.324, -36528, 63.0%, , , , , , , , , , , , 
2026-02-27, 12:09:47, OK, 62%, 2.29, 5119, -35073, , 15.263, -35073, 62.0%, , , , , , , , , , , , 
2026-02-27, 12:10:47, OK, 61%, 1.70, 3743, -51698, , 15.221, -51698, 61.0%, , , , , , , , , , , , 
2026-02-27, 12:11:47, OK, 60%, 2.04, 4400, -43401, , 15.126, -43401, 60.0%, , , , , , , , , , , , 
2026-02-27, 12:12:47, OK, 59%, 1.79, 3801, -39053, , 15.152, -39053, 59.0%, , , , , , , , , , , , 
2026-02-27, 12:13:47, OK, 58%, 1.92, 4000, -48645, , 14.979, -48645, 58.0%, , , , , , , , , , , , 
2026-02-27, 12:14:47, OK, 57%, 1.85, 3792, -43961, , 15.017, -43961, 57.0%, , , , , , , , , , , , 
2026-02-27, 12:15:47, OK, 56%, 2.04, 4107, -51906, , 15.038, -51906, 56.0%, , , , , , , , , , , , 
