Unique ID, Manufacturer, Chemistry, Voltage (Volts)
2C14AS3GYFG3KCR220358, AS3GYFG3KC, , 16.348

Date, Time, Status, %Charge, Total life(hours), Remaining life(sec), Charge Rate, Bat1 Temperature, Bat1 Voltage, Bat1 Charge Rate, Bat1 %Charge, Bat2 Temperature, Bat2 Voltage, Bat2 Charge Rate, Bat2 %Charge, Bat3 Temperature, Bat3 Voltage, Bat3 Charge Rate, Bat3 %Charge, Bat4 Temperature, Bat4 Voltage, Bat4 Charge Rate, Bat4 %Charge
2026-03-06, 11:23:47, OK, 100%, 0.00, -1, -20765, , 16.348, -20765, 100.0%, , , , , , , , , , , , 
2026-03-06, 11:24:47, OK, 100%, 1.48, 5337, -55087, , 16.016, -55087, 100.0%, , , , , , , , , , , , 
2026-03-06, 11:25:47, OK, 100%, 2.05, 7382, -38430, , 16.624, -38430, 100.0%, , , , , , , , , , , , 
2026-03-06, 11:26:47, OK, 100%, 2.13, 7660, -37055, , 16.617, -37055, 100.0%, , , , , , , , , , , , 
2026-03-06, 11:27:47, OK, 100%, 2.20, 7923, -35808, , 16.597, -35808, 100.0%, , , , , , , , , , , , 
2026-03-06, 11:28:47, OK, 99%, 2.28, 8142, -35057, , 16.534, -35057, 99.0%, , , , , , , , , , , , 
2026-03-06, 11:29:47, OK, 98%, 2.18, 7682, -36192, , 16.513, -36192, 98.0%, , , , , , , , , , , , 
2026-03-06, 11:30:47, OK, 97%, 1.87, 6545, -41243, , 16.424, -41243, 97.0%, , , , , , , , , , , , 
2026-03-06, 11:31:47, OK, 97%, 1.78, 6219, -44249, , 16.412, -44249, 97.0%, , , , , , , , , , , , 
2026-03-06, 11:32:47, OK, 95%, 1.00, 3426, -78651, , 15.523, -78651, 95.0%, , , , , , , , , , , , 
2026-03-06, 11:33:47, OK, 94%, 1.98, 6713, -39725, , 16.283, -39725, 94.0%, , , , , , , , , , , , 
2026-03-06, 11:34:47, OK, 93%, 2.17, 7258, -34865, , 16.357, -34865, 93.0%, , , , , , , , , , , , 
2026-03-06, 11:35:47, OK, 92%, 1.93, 6400, -40780, , 16.315, -40780, 92.0%, , , , , , , , , , , , 
2026-03-06, 11:36:47, OK, 92%, 1.90, 6304, -41835, , 16.240, -41835, 92.0%, , , , , , , , , , , , 
2026-03-06, 11:37:47, OK, 91%, 1.94, 6358, -40604, , 15.732, -40604, 91.0%, , , , , , , , , , , , 
2026-03-06, 11:38:47, OK, 90%, 1.72, 5567, -44041, , 16.173, -44041, 90.0%, , , , , , , , , , , , 
2026-03-06, 11:39:47, OK, 89%, 2.09, 6681, -37790, , 16.207, -37790, 89.0%, , , , , , , , , , , , 
2026-03-06, 11:40:47, OK, 88%, 1.98, 6282, -37694, , 16.185, -37694, 88.0%, , , , , , , , , , , , 
2026-03-06, 11:41:47, OK, 87%, 1.82, 5710, -43226, , 16.080, -43226, 87.0%, , , , , , , , , , , , 
2026-03-06, 11:42:47, OK, 86%, 1.73, 5353, -44616, , 16.087, -44616, 86.0%, , , , , , , , , , , , 
2026-03-06, 11:43:47, OK, 85%, 1.97, 6036, -39949, , 16.076, -39949, 85.0%, , , , , , , , , , , , 
2026-03-06, 11:44:47, OK, 84%, 1.46, 4410, -52817, , 15.931, -52817, 84.0%, , , , , , , , , , , , 
2026-03-06, 11:45:47, OK, 83%, 1.83, 5480, -42970, , 15.925, -42970, 83.0%, , , , , , , , , , , , 
2026-03-06, 11:46:47, OK, 82%, 1.52, 4494, -46519, , 15.942, -46519, 82.0%, , , , , , , , , , , , 
2026-03-06, 11:47:47, OK, 81%, 1.90, 5527, -41579, , 15.801, -41579, 81.0%, , , , , , , , , , , , 
2026-03-06, 11:48:47, OK, 80%, 2.10, 6049, -37902, , 15.860, -37902, 80.0%, , , , , , , , , , , , 
2026-03-06, 11:49:47, OK, 79%, 1.80, 5120, -43769, , 15.760, -43769, 79.0%, , , , , , , , , , , , 
2026-03-06, 11:50:47, OK, 78%, 1.75, 4923, -44856, , 15.786, -44856, 78.0%, , , , , , , , , , , , 
2026-03-06, 11:51:47, OK, 77%, 1.72, 4768, -45815, , 15.775, -45815, 77.0%, , , , , , , , , , , , 
2026-03-06, 11:52:47, OK, 76%, 1.84, 5036, -41179, , 15.759, -41179, 76.0%, , , , , , , , , , , , 
2026-03-06, 11:53:47, OK, 75%, 1.84, 4974, -42778, , 15.668, -42778, 75.0%, , , , , , , , , , , , 
2026-03-06, 11:54:47, OK, 74%, 1.96, 5220, -40876, , 15.673, -40876, 74.0%, , , , , , , , , , , , 
2026-03-06, 11:55:47, OK, 73%, 1.54, 4053, -51091, , 15.569, -51091, 73.0%, , , , , , , , , , , , 
2026-03-06, 11:56:47, OK, 72%, 1.94, 5034, -41052, , 15.641, -41052, 72.0%, , , , , , , , , , , , 
2026-03-06, 11:57:47, OK, 71%, 1.99, 5097, -39517, , 15.620, -39517, 71.0%, , , , , , , , , , , , 
2026-03-06, 11:58:47, OK, 70%, 2.07, 5226, -37902, , 15.571, -37902, 70.0%, , , , , , , , , , , , 
2026-03-06, 11:59:47, OK, 69%, 1.99, 4931, -39693, , 15.549, -39693, 69.0%, , , , , , , , , , , , 
2026-03-06, 12:00:47, OK, 68%, 1.89, 4615, -41291, , 15.521, -41291, 68.0%, , , , , , , , , , , , 
2026-03-06, 12:01:47, OK, 67%, 1.84, 4430, -42906, , 15.476, -42906, 67.0%, , , , , , , , , , , , 
2026-03-06, 12:02:47, OK, 66%, 1.86, 4420, -43370, , 15.444, -43370, 66.0%, , , , , , , , , , , , 
2026-03-06, 12:03:47, OK, 65%, 1.74, 4083, -45160, , 15.398, -45160, 65.0%, , , , , , , , , , , , 
2026-03-06, 12:04:47, OK, 64%, 1.79, 4131, -42858, , 15.341, -42858, 64.0%, , , , , , , , , , , , 
2026-03-06, 12:05:47, OK, 63%, 1.75, 3958, -45160, , 15.284, -45160, 63.0%, , , , , , , , , , , , 
2026-03-06, 12:06:47, OK, 62%, 1.86, 4146, -42474, , 15.273, -42474, 62.0%, , , , , , , , , , , , 
2026-03-06, 12:07:47, OK, 61%, 1.76, 3854, -44904, , 15.150, -44904, 61.0%, , , , , , , , , , , , 
2026-03-06, 12:08:47, OK, 60%, 1.82, 3933, -43577, , 15.266, -43577, 60.0%, , , , , , , , , , , , 
2026-03-06, 12:09:47, OK, 59%, 1.80, 3824, -43769, , 15.205, -43769, 59.0%, , , , , , , , , , , , 
2026-03-06, 12:10:47, OK, 58%, 1.76, 3665, -44904, , 15.096, -44904, 58.0%, , , , , , , , , , , , 
2026-03-06, 12:11:47, OK, 57%, 1.77, 3631, -44536, , 15.122, -44536, 57.0%, , , , , , , , , , , , 
2026-03-06, 12:12:47, OK, 56%, 1.80, 3623, -44121, , 15.092, -44121, 56.0%, , , , , , , , , , , , 
2026-03-06, 12:13:47, OK, 55%, 1.78, 3529, -44217, , 15.104, -44217, 55.0%, , , , , , , , , , , , 
2026-03-06, 12:14:47, OK, 54%, 1.72, 3342, -44473, , 15.109, -44473, 54.0%, , , , , , , , , , , , 
2026-03-06, 12:15:47, OK, 53%, 1.93, 3681, -40844, , 15.077, -40844, 53.0%, , , , , , , , , , , , 
2026-03-06, 12:16:47, OK, 53%, 2.02, 3845, -39101, , 14.996, -39101, 52.0%, , , , , , , , , , , , 
2026-03-06, 12:17:47, OK, 52%, 1.96, 3669, -40204, , 14.856, -40204, 52.0%, , , , , , , , , , , , 
2026-03-06, 12:18:47, OK, 50%, 1.16, 2085, -73519, , 14.706, -73519, 50.0%, , , , , , , , , , , , 
2026-03-06, 12:19:47, OK, 49%, 1.69, 2980, -46647, , 14.921, -46647, 49.0%, , , , , , , , , , , , 
2026-03-06, 12:20:47, OK, 48%, 1.44, 2484, -54815, , 14.930, -54815, 48.0%, , , , , , , , , , , , 
2026-03-06, 12:21:47, OK, 47%, 1.95, 3291, -40508, , 14.951, -40508, 47.0%, , , , , , , , , , , , 
2026-03-06, 12:22:47, OK, 46%, 1.69, 2805, -46519, , 14.582, -46519, 46.0%, , , , , , , , , , , , 
2026-03-06, 12:23:47, OK, 45%, 1.96, 3180, -40140, , 14.897, -40140, 45.0%, , , , , , , , , , , , 
2026-03-06, 12:24:47, OK, 44%, 1.90, 3008, -41499, , 14.897, -41499, 44.0%, , , , , , , , , , , , 
2026-03-06, 12:25:47, OK, 43%, 1.93, 2991, -40780, , 14.877, -40780, 43.0%, , , , , , , , , , , , 
2026-03-06, 12:26:47, OK, 42%, 1.73, 2615, -45560, , 14.540, -45560, 42.0%, , , , , , , , , , , , 
2026-03-06, 12:27:47, OK, 41%, 1.71, 2524, -46087, , 14.804, -46087, 41.0%, , , , , , , , , , , , 
2026-03-06, 12:28:47, OK, 40%, 1.39, 2004, -56622, , 14.785, -56622, 40.0%, , , , , , , , , , , , 
2026-03-06, 12:29:47, OK, 39%, 1.71, 2400, -46103, , 14.742, -46103, 39.0%, , , , , , , , , , , , 
2026-03-06, 12:30:47, OK, 37%, 1.32, 1760, -59627, , 14.328, -59627, 37.0%, , , , , , , , , , , , 
2026-03-06, 12:31:47, OK, 36%, 1.44, 1866, -54736, , 14.682, -54736, 36.0%, , , , , , , , , , , , 
2026-03-06, 12:32:47, OK, 35%, 1.77, 2232, -44489, , 14.475, -44489, 35.0%, , , , , , , , , , , , 
2026-03-06, 12:33:47, OK, 34%, 1.80, 2199, -43849, , 14.710, -43849, 34.0%, , , , , , , , , , , , 
2026-03-06, 12:34:47, OK, 33%, 1.58, 1879, -49828, , 14.654, -49828, 33.0%, , , , , , , , , , , , 
2026-03-06, 12:35:47, OK, 32%, 1.92, 2215, -40988, , 14.690, -40988, 32.0%, , , , , , , , , , , , 
2026-03-06, 12:36:47, OK, 31%, 1.97, 2194, -40076, , 14.681, -40076, 31.0%, , , , , , , , , , , , 
2026-03-06, 12:37:47, OK, 30%, 2.17, 2343, -36320, , 14.693, -36320, 30.0%, , , , , , , , , , , , 
2026-03-06, 12:38:47, OK, 29%, 2.05, 2137, -38494, , 14.672, -38494, 29.0%, , , , , , , , , , , , 
2026-03-06, 12:39:47, OK, 28%, 2.05, 2068, -38398, , 14.664, -38398, 28.0%, , , , , , , , , , , , 
2026-03-06, 12:40:47, OK, 27%, 2.20, 2140, -35792, , 14.676, -35792, 27.0%, , , , , , , , , , , , 
2026-03-06, 12:41:47, OK, 26%, 2.18, 2041, -36128, , 14.672, -36128, 26.0%, , , , , , , , , , , , 
2026-03-06, 12:42:47, OK, 26%, 2.21, 2064, -35728, , 14.661, -35728, 26.0%, , , , , , , , , , , , 
2026-03-06, 12:43:47, OK, 25%, 2.17, 1952, -36336, , 14.650, -36336, 25.0%, , , , , , , , , , , , 
2026-03-06, 12:44:47, OK, 24%, 2.20, 1897, -35888, , 14.637, -35888, 24.0%, , , , , , , , , , , , 
2026-03-06, 12:45:47, OK, 23%, 2.20, 1819, -35872, , 14.626, -35872, 23.0%, , , , , , , , , , , , 
2026-03-06, 12:46:47, OK, 22%, 2.05, 1623, -38446, , 14.594, -38446, 22.0%, , , , , , , , , , , , 
2026-03-06, 12:47:47, OK, 21%, 2.01, 1518, -39229, , 14.537, -39229, 21.0%, , , , , , , , , , , , 
2026-03-06, 12:48:47, OK, 20%, 2.11, 1518, -37359, , 14.580, -37359, 20.0%, , , , , , , , , , , , 
2026-03-06, 12:49:47, OK, 20%, 2.05, 1474, -38478, , 14.536, -38478, 20.0%, , , , , , , , , , , , 
2026-03-06, 12:50:47, OK, 19%, 1.97, 1346, -40044, , 14.502, -40044, 19.0%, , , , , , , , , , , , 
2026-03-06, 12:51:47, OK, 18%, 1.98, 1282, -39805, , 14.522, -39805, 18.0%, , , , , , , , , , , , 
2026-03-06, 12:52:47, OK, 17%, 2.14, 1309, -36831, , 14.525, -36831, 17.0%, , , , , , , , , , , , 
2026-03-06, 12:53:47, OK, 16%, 2.14, 1235, -36751, , 14.523, -36751, 16.0%, , , , , , , , , , , , 
2026-03-06, 12:54:47, OK, 15%, 2.13, 1148, -37055, , 14.500, -37055, 15.0%, , , , , , , , , , , , 
2026-03-06, 12:55:47, OK, 14%, 2.10, 1060, -37471, , 14.489, -37471, 14.0%, , , , , , , , , , , , 
2026-03-06, 12:56:47, OK, 14%, 2.20, 1110, -35776, , 14.477, -35776, 14.0%, , , , , , , , , , , , 
2026-03-06, 12:57:47, OK, 13%, 2.21, 1033, -35680, , 14.455, -35680, 13.0%, , , , , , , , , , , , 
2026-03-06, 12:58:47, OK, 12%, 1.90, 822, -41387, , 14.407, -41387, 12.0%, , , , , , , , , , , , 
2026-03-06, 12:59:47, OK, 11%, 2.09, 826, -37758, , 14.406, -37758, 11.0%, , , , , , , , , , , , 
2026-03-06, 13:00:47, OK, 10%, 2.04, 735, -38590, , 14.358, -38590, 10.0%, , , , , , , , , , , , 
2026-03-06, 13:01:47, OK, 9%, 1.92, 621, -41068, , 14.360, -41068, 9.0%, , , , , , , , , , , , 
2026-03-06, 13:02:47, OK, 8%, 2.17, 625, -36272, , 14.345, -36272, 8.0%, , , , , , , , , , , , 
2026-03-06, 13:03:47, OK, 8%, 2.12, 610, -37183, , 14.328, -37183, 8.0%, , , , , , , , , , , , 
2026-03-06, 13:04:47, OK, 7%, 2.02, 510, -38909, , 14.271, -38909, 7.0%, , , , , , , , , , , , 
2026-03-06, 15:20:49, OK, 100%, 0.00, -1, -58013, , 16.877, -58013, 100.0%, , , , , , , , , , , , 
2026-03-06, 15:21:49, OK, 100%, 1.04, 3759, -73375, , 16.341, -73375, 100.0%, , , , , , , , , , , , 
2026-03-06, 15:22:49, OK, 100%, 2.08, 7498, -37535, , 16.674, -37535, 100.0%, , , , , , , , , , , , 
2026-03-06, 15:23:49, OK, 100%, 1.88, 6753, -40444, , 16.660, -40444, 100.0%, , , , , , , , , , , , 
2026-03-06, 15:24:49, OK, 100%, 2.23, 8018, -34002, , 16.512, -34002, 99.0%, , , , , , , , , , , , 
2026-03-06, 15:25:49, OK, 99%, 2.42, 8629, -34641, , 16.561, -34641, 99.0%, , , , , , , , , , , , 
2026-03-06, 15:26:49, OK, 98%, 1.92, 6770, -34609, , 16.590, -34609, 98.0%, , , , , , , , , , , , 
2026-03-06, 15:27:49, OK, 98%, 2.49, 8778, -39309, , 16.528, -39309, 97.0%, , , , , , , , , , , , 
2026-03-06, 15:28:49, OK, 97%, 1.90, 6629, -40684, , 16.509, -40684, 96.0%, , , , , , , , , , , , 
2026-03-06, 15:29:49, OK, 96%, 2.06, 7135, -47542, , 15.915, -47542, 96.0%, , , , , , , , , , , , 
2026-03-06, 15:30:49, OK, 95%, 2.04, 6979, -43689, , 16.315, -43689, 95.0%, , , , , , , , , , , , 
2026-03-06, 15:31:49, OK, 94%, 2.33, 7888, -35009, , 16.410, -35009, 94.0%, , , , , , , , , , , , 
2026-03-06, 15:32:49, OK, 93%, 2.34, 7837, -36432, , 16.398, -36432, 93.0%, , , , , , , , , , , , 
2026-03-06, 15:33:49, OK, 92%, 2.38, 7869, -38014, , 16.342, -38014, 92.0%, , , , , , , , , , , , 
2026-03-06, 15:34:49, OK, 91%, 2.33, 7636, -38174, , 16.341, -38174, 91.0%, , , , , , , , , , , , 
2026-03-06, 15:35:49, OK, 90%, 2.14, 6923, -44968, , 16.305, -44968, 90.0%, , , , , , , , , , , , 
2026-03-06, 15:36:49, OK, 89%, 2.17, 6957, -36112, , 16.221, -36112, 89.0%, , , , , , , , , , , , 
