Unique ID, Manufacturer, Chemistry, Voltage (Volts)
2C14AS3GYFG3KCR220358, AS3GYFG3KC, , 17.208

Date, Time, Status, %Charge, Total life(hours), Remaining life(sec), Charge Rate, Bat1 Temperature, Bat1 Voltage, Bat1 Charge Rate, Bat1 %Charge, Bat2 Temperature, Bat2 Voltage, Bat2 Charge Rate, Bat2 %Charge, Bat3 Temperature, Bat3 Voltage, Bat3 Charge Rate, Bat3 %Charge, Bat4 Temperature, Bat4 Voltage, Bat4 Charge Rate, Bat4 %Charge
2026-03-10, 11:29:19, OK, 100%, 0.00, -1, 0, , 17.208, 0, 100.0%, , , , , , , , , , , , 
2026-03-10, 11:30:19, OK, 99%, 0.75, 2689, -104916, , 15.744, -104916, 99.0%, , , , , , , , , , , , 
2026-03-10, 11:31:19, OK, 97%, 1.54, 5373, -51442, , 16.248, -51442, 97.0%, , , , , , , , , , , , 
2026-03-10, 11:32:19, OK, 96%, 1.72, 5934, -46103, , 16.209, -46103, 96.0%, , , , , , , , , , , , 
2026-03-10, 11:33:19, OK, 95%, 1.87, 6390, -42362, , 16.254, -42362, 95.0%, , , , , , , , , , , , 
2026-03-10, 11:34:19, OK, 94%, 1.05, 3547, -75517, , 15.954, -75517, 94.0%, , , , , , , , , , , , 
2026-03-10, 11:35:19, OK, 93%, 1.78, 5953, -44521, , 16.145, -44521, 93.0%, , , , , , , , , , , , 
2026-03-10, 11:36:19, OK, 91%, 1.41, 4610, -56254, , 16.018, -56254, 91.0%, , , , , , , , , , , , 
2026-03-10, 11:37:19, OK, 90%, 1.36, 4399, -58300, , 15.885, -58300, 90.0%, , , , , , , , , , , , 
2026-03-10, 11:38:19, OK, 89%, 1.32, 4232, -59931, , 15.803, -59931, 89.0%, , , , , , , , , , , , 
2026-03-10, 11:39:19, OK, 87%, 1.22, 3832, -64695, , 15.769, -64695, 87.0%, , , , , , , , , , , , 
2026-03-10, 11:40:19, OK, 86%, 1.26, 3915, -62601, , 15.686, -62601, 86.0%, , , , , , , , , , , , 
2026-03-10, 11:41:19, OK, 85%, 1.77, 5404, -44824, , 15.908, -44824, 85.0%, , , , , , , , , , , , 
2026-03-10, 11:42:19, OK, 83%, 1.24, 3703, -63864, , 15.693, -63864, 83.0%, , , , , , , , , , , , 
2026-03-10, 11:43:19, OK, 82%, 1.66, 4892, -47766, , 15.797, -47766, 82.0%, , , , , , , , , , , , 
2026-03-10, 11:44:19, OK, 81%, 1.83, 5332, -43290, , 15.811, -43290, 81.0%, , , , , , , , , , , , 
