Unique ID, Manufacturer, Chemistry, Voltage (Volts)
2C14AS3GYFG3KCR220358, AS3GYFG3KC, , 16.424

Date, Time, Status, %Charge, Total life(hours), Remaining life(sec), Charge Rate, Bat1 Temperature, Bat1 Voltage, Bat1 Charge Rate, Bat1 %Charge, Bat2 Temperature, Bat2 Voltage, Bat2 Charge Rate, Bat2 %Charge, Bat3 Temperature, Bat3 Voltage, Bat3 Charge Rate, Bat3 %Charge, Bat4 Temperature, Bat4 Voltage, Bat4 Charge Rate, Bat4 %Charge
2026-03-01, 00:51:33, OK, 100%, 0.00, -1, -12900, , 16.424, -12900, 100.0%, , , , , , , , , , , , 
2026-03-01, 00:52:33, OK, 100%, 1.11, 4006, -36320, , 16.632, -36320, 100.0%, , , , , , , , , , , , 
2026-03-01, 00:53:33, OK, 100%, 2.20, 7928, -35217, , 16.628, -35217, 100.0%, , , , , , , , , , , , 
2026-03-01, 00:54:33, OK, 100%, 2.14, 7700, -35680, , 16.586, -35680, 100.0%, , , , , , , , , , , , 
2026-03-01, 00:55:33, OK, 100%, 2.23, 8042, -35568, , 16.551, -35568, 100.0%, , , , , , , , , , , , 
2026-03-01, 00:56:33, OK, 100%, 2.06, 7408, -36096, , 16.519, -36096, 100.0%, , , , , , , , , , , , 
2026-03-01, 00:57:33, OK, 99%, 1.94, 6903, -35744, , 16.478, -35744, 99.0%, , , , , , , , , , , , 
2026-03-01, 00:58:33, OK, 99%, 2.04, 7265, -35217, , 16.475, -35217, 99.0%, , , , , , , , , , , , 
2026-03-01, 00:59:33, OK, 98%, 2.26, 7966, -35552, , 16.435, -35552, 98.0%, , , , , , , , , , , , 
2026-03-01, 01:00:33, OK, 97%, 2.26, 7889, -35153, , 16.405, -35153, 97.0%, , , , , , , , , , , , 
2026-03-01, 01:01:33, OK, 96%, 2.10, 7243, -35233, , 16.380, -35233, 96.0%, , , , , , , , , , , , 
2026-03-01, 01:02:33, OK, 95%, 2.14, 7324, -35297, , 16.344, -35297, 95.0%, , , , , , , , , , , , 
2026-03-01, 01:03:33, OK, 94%, 2.21, 7469, -37055, , 16.300, -37055, 94.0%, , , , , , , , , , , , 
2026-03-01, 01:04:33, OK, 93%, 2.00, 6709, -35808, , 16.278, -35808, 93.0%, , , , , , , , , , , , 
2026-03-01, 01:05:33, OK, 93%, 2.05, 6855, -35824, , 16.253, -35824, 93.0%, , , , , , , , , , , , 
2026-03-01, 01:06:33, OK, 92%, 2.12, 7021, -36384, , 16.217, -36384, 92.0%, , , , , , , , , , , , 
2026-03-01, 01:07:33, OK, 91%, 2.19, 7189, -36352, , 16.170, -36352, 91.0%, , , , , , , , , , , , 
2026-03-01, 01:08:33, OK, 90%, 2.08, 6745, -37455, , 16.142, -37455, 90.0%, , , , , , , , , , , , 
2026-03-01, 01:09:33, OK, 90%, 2.14, 6945, -36879, , 16.117, -36879, 89.0%, , , , , , , , , , , , 
2026-03-01, 01:10:33, OK, 88%, 2.06, 6529, -36767, , 16.079, -36767, 88.0%, , , , , , , , , , , , 
2026-03-01, 01:11:33, OK, 87%, 2.09, 6542, -36895, , 16.059, -36895, 87.0%, , , , , , , , , , , , 
2026-03-01, 01:12:33, OK, 86%, 2.00, 6194, -37135, , 16.029, -37135, 86.0%, , , , , , , , , , , , 
2026-03-01, 01:13:33, OK, 85%, 2.17, 6627, -36767, , 15.987, -36767, 85.0%, , , , , , , , , , , , 
2026-03-01, 01:14:33, OK, 85%, 1.98, 6049, -37167, , 15.955, -37167, 85.0%, , , , , , , , , , , , 
2026-03-01, 01:15:33, OK, 84%, 2.12, 6407, -37279, , 15.932, -37279, 84.0%, , , , , , , , , , , , 
2026-03-01, 01:16:33, OK, 83%, 2.15, 6430, -36863, , 15.903, -36863, 83.0%, , , , , , , , , , , , 
2026-03-01, 01:17:33, OK, 82%, 2.15, 6355, -37758, , 15.866, -37758, 82.0%, , , , , , , , , , , , 
