Unique ID, Manufacturer, Chemistry, Voltage (Volts)
2C14AS3GYFG3KCR220358, AS3GYFG3KC, , 16.083

Date, Time, Status, %Charge, Total life(hours), Remaining life(sec), Charge Rate, Bat1 Temperature, Bat1 Voltage, Bat1 Charge Rate, Bat1 %Charge, Bat2 Temperature, Bat2 Voltage, Bat2 Charge Rate, Bat2 %Charge, Bat3 Temperature, Bat3 Voltage, Bat3 Charge Rate, Bat3 %Charge, Bat4 Temperature, Bat4 Voltage, Bat4 Charge Rate, Bat4 %Charge
2026-02-28, 05:47:34, OK, 100%, 0.00, -1, -49396, , 16.083, -49396, 100.0%, , , , , , , , , , , , 
2026-02-28, 05:48:34, OK, 100%, 2.08, 7482, -39613, , 16.581, -39613, 100.0%, , , , , , , , , , , , 
2026-02-28, 05:49:34, OK, 100%, 2.27, 8180, -37487, , 16.411, -37487, 100.0%, , , , , , , , , , , , 
2026-02-28, 05:50:34, OK, 100%, 1.05, 3772, -88194, , 15.663, -88194, 100.0%, , , , , , , , , , , , 
2026-02-28, 05:51:34, OK, 99%, 1.94, 6911, -43737, , 16.371, -43737, 99.0%, , , , , , , , , , , , 
2026-02-28, 05:52:34, OK, 98%, 2.09, 7390, -44648, , 16.142, -44648, 98.0%, , , , , , , , , , , , 
2026-02-28, 05:53:34, OK, 98%, 2.20, 7745, -40540, , 16.343, -40540, 98.0%, , , , , , , , , , , , 
2026-02-28, 05:54:34, OK, 97%, 1.80, 6285, -42538, , 16.337, -42538, 97.0%, , , , , , , , , , , , 
2026-02-28, 05:55:34, OK, 96%, 2.18, 7535, -40428, , 16.312, -40428, 96.0%, , , , , , , , , , , , 
2026-02-28, 05:56:34, OK, 95%, 2.17, 7409, -42235, , 16.286, -42235, 95.0%, , , , , , , , , , , , 
2026-02-28, 05:57:34, OK, 94%, 1.95, 6582, -40908, , 16.234, -40908, 94.0%, , , , , , , , , , , , 
2026-02-28, 05:58:34, OK, 93%, 2.10, 7021, -39821, , 16.218, -39821, 93.0%, , , , , , , , , , , , 
2026-02-28, 05:59:34, OK, 92%, 1.88, 6238, -39677, , 16.175, -39677, 92.0%, , , , , , , , , , , , 
2026-02-28, 06:00:34, OK, 91%, 1.99, 6512, -41979, , 16.115, -41979, 91.0%, , , , , , , , , , , , 
2026-02-28, 06:01:34, OK, 91%, 2.11, 6913, -41963, , 16.117, -41963, 90.0%, , , , , , , , , , , , 
2026-02-28, 06:02:34, OK, 89%, 1.87, 5997, -43258, , 15.966, -43258, 89.0%, , , , , , , , , , , , 
2026-02-28, 06:03:34, OK, 89%, 2.01, 6427, -43769, , 16.004, -43769, 89.0%, , , , , , , , , , , , 
2026-02-28, 06:04:34, OK, 88%, 1.89, 5987, -42842, , 15.987, -42842, 88.0%, , , , , , , , , , , , 
2026-02-28, 06:05:34, OK, 87%, 2.04, 6386, -42538, , 15.893, -42538, 87.0%, , , , , , , , , , , , 
2026-02-28, 06:06:34, OK, 86%, 2.03, 6282, -41899, , 15.962, -41899, 86.0%, , , , , , , , , , , , 
2026-02-28, 06:07:34, OK, 85%, 2.14, 6561, -40236, , 15.918, -40236, 85.0%, , , , , , , , , , , , 
2026-02-28, 06:08:34, OK, 84%, 2.16, 6526, -41163, , 15.888, -41163, 84.0%, , , , , , , , , , , , 
2026-02-28, 06:09:34, OK, 83%, 2.15, 6431, -41499, , 15.869, -41499, 83.0%, , , , , , , , , , , , 
2026-02-28, 06:10:34, OK, 82%, 2.09, 6165, -41227, , 15.839, -41227, 82.0%, , , , , , , , , , , , 
2026-02-28, 06:11:34, OK, 82%, 2.14, 6327, -39773, , 15.800, -39773, 81.0%, , , , , , , , , , , , 
2026-02-28, 06:12:34, OK, 80%, 2.11, 6080, -39229, , 15.792, -39229, 80.0%, , , , , , , , , , , , 
2026-02-28, 06:13:34, OK, 80%, 2.12, 6098, -40492, , 15.740, -40492, 80.0%, , , , , , , , , , , , 
2026-02-28, 06:14:34, OK, 79%, 2.10, 5977, -41052, , 15.709, -41052, 79.0%, , , , , , , , , , , , 
2026-02-28, 06:15:34, OK, 78%, 2.11, 5911, -41931, , 15.676, -41931, 78.0%, , , , , , , , , , , , 
2026-02-28, 06:16:34, OK, 77%, 2.09, 5801, -42187, , 15.646, -42187, 77.0%, , , , , , , , , , , , 
2026-02-28, 06:17:34, OK, 76%, 1.94, 5313, -41691, , 15.601, -41691, 76.0%, , , , , , , , , , , , 
2026-02-28, 06:18:34, OK, 75%, 2.12, 5731, -39645, , 15.598, -39645, 75.0%, , , , , , , , , , , , 
2026-02-28, 06:19:34, OK, 74%, 1.69, 4509, -51986, , 15.006, -51986, 74.0%, , , , , , , , , , , , 
2026-02-28, 06:20:34, OK, 73%, 1.60, 4196, -50563, , 15.432, -50563, 73.0%, , , , , , , , , , , , 
2026-02-28, 06:21:34, OK, 72%, 1.95, 5065, -44952, , 15.393, -44952, 72.0%, , , , , , , , , , , , 
2026-02-28, 06:22:34, OK, 71%, 2.10, 5376, -42171, , 15.444, -42171, 71.0%, , , , , , , , , , , , 
2026-02-28, 06:23:34, OK, 71%, 2.10, 5371, -42682, , 15.408, -42682, 70.0%, , , , , , , , , , , , 
2026-02-28, 06:24:34, OK, 69%, 2.09, 5194, -41371, , 15.391, -41371, 69.0%, , , , , , , , , , , , 
2026-02-28, 06:25:34, OK, 69%, 2.10, 5220, -41563, , 15.318, -41563, 69.0%, , , , , , , , , , , , 
2026-02-28, 06:26:34, OK, 67%, 1.59, 3839, -54112, , 15.123, -54112, 67.0%, , , , , , , , , , , , 
2026-02-28, 06:27:34, OK, 67%, 1.96, 4737, -44776, , 15.253, -44776, 66.0%, , , , , , , , , , , , 
2026-02-28, 06:28:34, OK, 65%, 1.98, 4642, -44600, , 15.155, -44600, 65.0%, , , , , , , , , , , , 
2026-02-28, 06:29:34, OK, 65%, 1.99, 4662, -44169, , 15.205, -44169, 65.0%, , , , , , , , , , , , 
2026-02-28, 06:30:34, OK, 64%, 1.91, 4402, -43098, , 15.142, -43098, 64.0%, , , , , , , , , , , , 
2026-02-28, 06:31:34, OK, 63%, 1.98, 4487, -41915, , 15.160, -41915, 63.0%, , , , , , , , , , , , 
2026-02-28, 06:32:34, OK, 62%, 1.98, 4410, -42922, , 15.122, -42922, 62.0%, , , , , , , , , , , , 
2026-02-28, 06:33:34, OK, 61%, 1.99, 4360, -43897, , 15.107, -43897, 61.0%, , , , , , , , , , , , 
2026-02-28, 06:34:34, OK, 60%, 1.96, 4229, -44920, , 15.072, -44920, 60.0%, , , , , , , , , , , , 
2026-02-28, 06:35:34, OK, 59%, 1.97, 4184, -44952, , 15.047, -44952, 59.0%, , , , , , , , , , , , 
2026-02-28, 06:36:34, OK, 58%, 1.95, 4073, -44824, , 15.014, -44824, 58.0%, , , , , , , , , , , , 
2026-02-28, 06:37:34, OK, 57%, 1.97, 4033, -42858, , 15.001, -42858, 57.0%, , , , , , , , , , , , 
2026-02-28, 06:38:34, OK, 56%, 1.97, 3974, -42362, , 14.966, -42362, 56.0%, , , , , , , , , , , , 
2026-02-28, 06:39:34, OK, 55%, 1.96, 3876, -43370, , 14.943, -43370, 55.0%, , , , , , , , , , , , 
2026-02-28, 06:40:34, OK, 54%, 1.93, 3753, -45112, , 14.887, -45112, 54.0%, , , , , , , , , , , , 
2026-02-28, 06:41:34, OK, 53%, 1.95, 3715, -45384, , 14.910, -45384, 53.0%, , , , , , , , , , , , 
2026-02-28, 06:42:34, OK, 52%, 1.95, 3645, -45687, , 14.849, -45687, 52.0%, , , , , , , , , , , , 
2026-02-28, 06:43:34, OK, 51%, 1.94, 3561, -44600, , 14.865, -44600, 51.0%, , , , , , , , , , , , 
2026-02-28, 06:44:34, OK, 50%, 1.65, 2979, -48389, , 14.777, -48389, 50.0%, , , , , , , , , , , , 
2026-02-28, 06:45:34, OK, 49%, 1.85, 3266, -42874, , 14.814, -42874, 49.0%, , , , , , , , , , , , 
2026-02-28, 06:46:34, OK, 48%, 1.94, 3352, -43961, , 14.802, -43961, 48.0%, , , , , , , , , , , , 
2026-02-28, 06:47:34, OK, 47%, 1.93, 3263, -45000, , 14.778, -45000, 47.0%, , , , , , , , , , , , 
2026-02-28, 06:48:34, OK, 46%, 1.92, 3172, -46343, , 14.750, -46343, 46.0%, , , , , , , , , , , , 
2026-02-28, 06:49:34, OK, 45%, 1.89, 3062, -47174, , 14.687, -47174, 45.0%, , , , , , , , , , , , 
2026-02-28, 06:50:34, OK, 44%, 1.88, 2970, -47366, , 14.677, -47366, 44.0%, , , , , , , , , , , , 
2026-02-28, 06:51:34, OK, 43%, 1.87, 2897, -43849, , 14.702, -43849, 43.0%, , , , , , , , , , , , 
2026-02-28, 06:52:34, OK, 42%, 1.90, 2879, -45320, , 14.663, -45320, 42.0%, , , , , , , , , , , , 
2026-02-28, 06:53:34, OK, 41%, 1.89, 2788, -46247, , 14.651, -46247, 41.0%, , , , , , , , , , , , 
2026-02-28, 06:54:34, OK, 40%, 1.87, 2693, -47014, , 14.640, -47014, 40.0%, , , , , , , , , , , , 
2026-02-28, 06:55:34, OK, 39%, 1.74, 2446, -47126, , 14.588, -47126, 39.0%, , , , , , , , , , , , 
2026-02-28, 06:56:34, OK, 38%, 1.91, 2612, -45432, , 14.617, -45432, 38.0%, , , , , , , , , , , , 
2026-02-28, 06:57:34, OK, 37%, 1.89, 2524, -44057, , 14.601, -44057, 37.0%, , , , , , , , , , , , 
2026-02-28, 06:58:34, OK, 36%, 1.90, 2460, -44201, , 14.592, -44201, 36.0%, , , , , , , , , , , , 
2026-02-28, 06:59:34, OK, 35%, 1.90, 2391, -45927, , 14.507, -45927, 35.0%, , , , , , , , , , , , 
2026-02-28, 07:00:34, OK, 34%, 1.86, 2275, -47222, , 14.551, -47222, 34.0%, , , , , , , , , , , , 
2026-02-28, 07:01:34, OK, 33%, 1.89, 2246, -47206, , 14.535, -47206, 33.0%, , , , , , , , , , , , 
2026-02-28, 07:02:34, OK, 32%, 1.89, 2174, -46359, , 14.528, -46359, 32.0%, , , , , , , , , , , , 
2026-02-28, 07:03:34, OK, 31%, 1.88, 2094, -44648, , 14.506, -44648, 31.0%, , , , , , , , , , , , 
2026-02-28, 07:04:34, OK, 30%, 2.14, 2311, -38222, , 14.573, -38222, 30.0%, , , , , , , , , , , , 
2026-02-28, 07:05:34, OK, 29%, 2.17, 2262, -37806, , 14.550, -37806, 29.0%, , , , , , , , , , , , 
2026-02-28, 07:06:34, OK, 28%, 2.19, 2205, -37710, , 14.564, -37710, 28.0%, , , , , , , , , , , , 
2026-02-28, 07:07:34, OK, 28%, 2.17, 2184, -38190, , 14.525, -38190, 28.0%, , , , , , , , , , , , 
2026-02-28, 07:08:34, OK, 27%, 2.18, 2117, -38094, , 14.537, -38094, 27.0%, , , , , , , , , , , , 
2026-02-28, 07:09:34, OK, 26%, 2.16, 2019, -37934, , 14.521, -37934, 26.0%, , , , , , , , , , , , 
2026-02-28, 07:10:34, OK, 25%, 2.13, 1913, -37902, , 14.513, -37902, 25.0%, , , , , , , , , , , , 
2026-02-28, 07:11:34, OK, 24%, 2.19, 1891, -37663, , 14.494, -37663, 24.0%, , , , , , , , , , , , 
2026-02-28, 07:12:34, OK, 23%, 2.16, 1789, -37982, , 14.481, -37982, 23.0%, , , , , , , , , , , , 
2026-02-28, 07:13:34, OK, 23%, 2.15, 1777, -37966, , 14.454, -37966, 22.0%, , , , , , , , , , , , 
2026-02-28, 07:14:34, OK, 22%, 2.15, 1706, -39021, , 14.440, -39021, 22.0%, , , , , , , , , , , , 
2026-02-28, 07:15:34, OK, 21%, 2.17, 1639, -38398, , 14.424, -38398, 21.0%, , , , , , , , , , , , 
