Unique ID, Manufacturer, Chemistry, Voltage (Volts)
2C14AS3GYFG3KCR220358, AS3GYFG3KC, , 16.361

Date, Time, Status, %Charge, Total life(hours), Remaining life(sec), Charge Rate, Bat1 Temperature, Bat1 Voltage, Bat1 Charge Rate, Bat1 %Charge, Bat2 Temperature, Bat2 Voltage, Bat2 Charge Rate, Bat2 %Charge, Bat3 Temperature, Bat3 Voltage, Bat3 Charge Rate, Bat3 %Charge, Bat4 Temperature, Bat4 Voltage, Bat4 Charge Rate, Bat4 %Charge
2026-02-21, 00:12:31, OK, 27%, 0.00, -1, 89521, , 16.361, 89521, 27.0%, , , , , , , , , , , , 
2026-02-21, 00:13:31, OK, 27%, 0.00, -1, 89505, , 16.373, 89505, 29.0%, , , , , , , , , , , , 
2026-02-21, 04:11:43, OK, 100%, 0.00, -1, 0, , 17.141, 0, 100.0%, , , , , , , , , , , , 
2026-02-21, 04:12:43, OK, 100%, 2.39, 8610, -35744, , 16.547, -35744, 100.0%, , , , , , , , , , , , 
2026-02-21, 04:13:43, OK, 100%, 2.26, 8134, -35792, , 16.500, -35792, 100.0%, , , , , , , , , , , , 
2026-02-21, 04:14:43, OK, 100%, 2.21, 7950, -35952, , 16.450, -35952, 99.0%, , , , , , , , , , , , 
2026-02-21, 04:15:43, OK, 99%, 2.22, 7898, -37343, , 16.429, -37343, 99.0%, , , , , , , , , , , , 
2026-02-21, 04:16:43, OK, 98%, 2.36, 8317, -38334, , 16.393, -38334, 98.0%, , , , , , , , , , , , 
2026-02-21, 04:17:43, OK, 97%, 1.95, 6796, -56590, , 16.163, -56590, 97.0%, , , , , , , , , , , , 
2026-02-21, 04:18:43, OK, 96%, 1.60, 5533, -54927, , 16.164, -54927, 96.0%, , , , , , , , , , , , 
2026-02-21, 04:19:43, OK, 95%, 1.80, 6154, -36048, , 16.260, -36048, 95.0%, , , , , , , , , , , , 
2026-02-21, 04:20:43, OK, 94%, 1.73, 5854, -43050, , 16.214, -43050, 94.0%, , , , , , , , , , , , 
2026-02-21, 04:21:43, OK, 93%, 1.80, 6023, -50499, , 15.741, -50499, 93.0%, , , , , , , , , , , , 
